timestamp,x,y,z
563595,-1.3735292,9.619491,1.6989647
563614,-1.3615648,9.296448,0.9834852
563634,-1.1868824,9.234232,0.96434194
563653,-1.0361292,9.294055,2.084223
563672,-0.9763065,9.294055,3.3428926
563691,-1.8568966,9.887496,3.309392
563710,-1.3902797,12.045899,1.4955676
563729,-0.9763065,11.64389,1.1127023
563748,-1.8449322,10.801587,0.45225963
563767,-2.7949166,9.731957,0.38765112
563787,-3.228033,8.44218,1.0385221
563806,-3.0940301,8.724543,0.43550926
563825,-2.1033661,9.399343,0.22493336
563844,-1.3878866,9.073908,0.4785816
563864,-1.1414171,9.564454,0.7992313
563883,-1.6343563,9.033228,1.0074143
563902,-2.2756555,8.770008,1.3376356
563921,-2.553233,8.889653,1.7994668
563941,-2.6417706,8.896832,2.1560102
563960,-2.41923,8.832224,1.7276796
563979,-2.215833,8.233996,1.3615648
563998,-2.029186,8.166995,1.3160994
564017,-2.1560102,8.681471,0.6676214
564036,-2.553233,8.815474,1.0863802
564055,-2.4694812,9.183981,1.6463208
564074,-2.2612982,9.511809,2.4551237
564094,-2.3522286,9.574025,2.184725
564113,-2.421623,9.530953,2.132081
564132,-2.5316968,9.753493,1.4907818
564151,-2.7374868,9.643419,1.6176059
564170,-2.8978117,9.770244,1.5912839
564189,-2.9839563,9.739136,1.9167194
564208,-2.9073834,9.636241,2.371372
564227,-2.163189,9.710421,2.8164527
564247,-0.69155043,12.35937,2.1440456
564266,-2.3354783,11.47878,0.69633627
564285,-2.2206187,11.469209,1.0313433
564304,-0.7226582,10.945162,0.48336744
564324,0.34936458,9.313198,0.31586388
564343,1.2825987,8.157424,0.58626246
564362,1.1031306,9.308413,-0.3828653
564381,0.7346228,9.514202,-0.43550926
564401,-0.19621846,10.021499,0.5886554
564420,-0.9188767,10.842267,0.93562704
564439,-0.97152066,10.323006,1.2945633
564458,-0.650871,9.803744,1.433352
564477,-0.3828653,9.119372,1.6511066
564496,0.055036888,8.420644,2.1990826
564515,0.071787246,8.545074,1.586498
564534,-0.30389932,8.0114565,1.4931747
564554,-0.38765112,7.705164,1.4166015
564573,-0.13400285,8.0306,1.5912839
564592,0.2584341,8.674292,1.0193789
564611,0.6173703,8.994942,1.3591717
564630,0.67001426,9.483095,1.5841051
564649,0.4115802,9.401736,2.0866158
564668,0.033500712,9.207911,2.2565124
564687,-0.10289505,9.28209,2.2971919
564707,-0.08135887,9.609919,2.1488314
564726,-0.033500712,9.978427,2.4646955
564745,0.107680865,10.330184,2.6393776
564764,0.22732627,10.648441,2.9504557
564784,0.416366,11.34717,3.0318146
564803,-0.31107804,12.476623,2.7039862
564822,-0.27757734,12.287583,1.2706342
564841,-0.9739136,10.12918,1.4405307
564861,-1.6606783,8.32732,0.8997334
564880,-1.9813279,7.159581,0.6652284
564899,-1.4596739,8.38475,-0.677193
564918,-0.055036888,9.069121,-0.43311638
564937,0.63412064,10.275147,0.234505
564956,0.35893622,11.048057,0.1459674
564975,-0.18903974,9.925783,1.3256711
564994,-0.70830077,9.492666,1.952613
565014,-1.0050215,9.784601,1.9382555
565033,-0.83751786,8.980584,2.2254045
565052,-0.6197632,8.370393,1.9191123
565071,-0.45465255,8.808294,1.2084186
565090,-0.5695121,8.956655,0.9284483
565109,-0.703515,9.181588,0.93323416
565128,-0.5551547,9.296448,1.3759222
565147,-0.3804724,9.399343,1.6989647
565167,-0.42115182,9.399343,1.5242825
565186,-0.74658734,9.045193,1.1462029
565205,-1.040915,8.726935,0.8518753
565224,-1.2706342,8.513967,0.5647263
565244,-1.2706342,8.425429,0.67001426
565263,-1.8353605,8.822652,0.5838696
565282,-2.3737648,8.832224,0.99066395
565301,-1.3783151,9.404129,0.9212696
565321,0.021536173,12.328262,-1.380708
565340,-0.571905,9.67692,-0.64369226
565359,1.0744157,10.478544,-1.2682413
565378,1.0696299,11.325634,-2.234976
565397,0.9140909,9.990392,-0.87580436
565416,0.9954498,10.837481,-0.7776951
565435,0.6006199,10.46658,-0.36611494
565454,0.31586388,9.894675,-0.63651353
565474,0.14118157,9.193553,0.07896597
565493,-0.09810923,9.978427,-0.45225963
565512,0.047858164,10.306255,-0.6939433
565531,0.7513731,9.822887,-0.4091873
565550,1.117488,9.210303,0.28236315
565569,1.117488,9.215089,-0.06221561
565588,0.8901618,9.272519,-0.35415038
565607,0.6580497,9.401736,-0.6197632
565627,0.7226582,9.45438,-0.66283554
565646,0.7441944,9.308413,-0.92605543
565665,0.6867646,9.114587,-0.7633377
565684,0.61497736,9.124159,-0.4785816
565704,0.43550926,9.399343,-0.36611494
565723,0.10050214,9.502238,-0.2991135
565742,0.09571633,9.277305,-0.6484781
565761,0.39243692,9.224661,-0.62454903
565781,0.677193,9.492666,-0.55036885
565800,0.4091873,9.703242,-0.4498667
565819,0.12921704,9.478309,-0.17707519
565838,0.0071787243,9.444808,0.004785816
565857,0.014357449,9.4495945,0.16511066
565876,-0.96434194,10.177038,0.002392908
565895,-0.6221561,10.679549,-1.9621847
565914,-0.7681235,9.913818,-2.2230117
565934,-0.8638398,9.652991,-3.95787
565953,-1.0863802,9.507024,-4.6207056
565972,-0.99305683,9.038013,-3.1897464
565991,-1.0098072,9.901854,-3.6132913
566010,-1.1007377,9.215089,-3.4218585
566029,-1.2419193,8.147852,-3.15146
566048,-1.3687434,8.365606,-3.6348274
566067,-1.1342385,8.994942,-4.347914
566087,-1.3711363,9.05955,-4.407737
566106,-1.9095407,8.813081,-4.1995535
566125,-2.5340896,8.274676,-3.986585
566144,-2.8284173,8.174174,-3.7472942
566164,-2.4599094,8.387143,-3.8095098
566183,-1.8425392,8.569004,-3.984192
566202,-1.2706342,8.222033,-3.9913707
566221,-0.8351249,8.090423,-4.2019467
566241,-0.87580436,7.6190195,-4.115802
566260,-1.0839874,7.8248096,-4.6589923
566279,-1.4524952,7.8200235,-5.1088586
566298,-1.5458187,7.6070547,-5.1375737
566318,-1.5171037,8.200496,-5.106466
566337,-1.9406484,8.305784,-5.180646
566356,-2.0698655,7.834381,-5.2500405
566375,-2.2565124,8.155031,-6.0061994
566394,-1.1533817,8.382357,-6.1378093
566413,-0.93802,10.354114,-6.690571
566432,-0.69633627,8.513967,-5.130395
566451,-0.6580497,8.315355,-5.436687
566471,-0.6125845,7.1763315,-4.3335567
566490,-0.6101916,8.559432,-5.7358007
566509,-0.6269419,8.291427,-5.910483
566528,-0.69155043,7.453909,-5.5132604
566547,-0.5695121,7.530482,-6.0803795
566566,-0.34936458,7.5711613,-6.3100986
566585,-0.36611494,8.080851,-6.1617384
566604,-0.33500713,8.126316,-5.671192
566624,-0.40440148,7.9516335,-5.434294
566643,-0.46422416,8.023421,-5.601798
566662,-0.25364825,8.035385,-5.865018
566681,-0.18425392,7.889418,-6.0325212
566701,-0.2368979,7.6644845,-5.83391
566720,-0.30629224,7.8248096,-5.991842
566739,-0.36611494,7.683628,-5.8961253
566758,-0.5049036,7.609448,-5.9511623
566778,-0.37329367,7.573554,-6.0612364
566797,-0.31586388,7.57834,-6.058843
566816,-0.3517575,7.7003784,-6.118666
566835,-0.2392908,7.630984,-6.058843
566854,-0.13878867,7.650127,-6.0779867
566873,-0.24646953,7.549625,-5.9224477
566892,-0.2632199,7.4706593,-5.7740874
566911,-0.2991135,7.681235,-5.8961253
566931,-0.3326142,7.6955924,-6.3914576
566950,-0.33740005,7.4347653,-5.963127
566969,-0.416366,7.654913,-5.9224477
566988,-0.43790218,7.992313,-6.353171
567007,-0.48815325,7.5903044,-6.1545596
567026,-0.48336744,7.530482,-5.6305127
567045,-0.4115802,7.791309,-5.75973
567064,-0.47618872,7.6453414,-5.7740874
567084,-0.49054617,7.674056,-5.8698034
567103,-0.5623334,7.659699,-5.876982
567122,-0.5527618,7.659699,-5.884161
567141,-0.4977249,7.764987,-5.934412
567161,-0.42593765,7.674056,-5.8386955
567180,-0.40200856,7.683628,-5.831517
567199,-0.45704544,7.5591965,-5.752551
567218,-0.42354473,7.7673798,-6.0803795
567238,-0.49054617,7.530482,-5.8243384
567257,-0.4977249,7.659699,-5.881768
567276,-0.4785816,7.6668777,-5.879375
567295,-0.5814767,7.6908064,-5.946377
567314,-0.57429796,7.6644845,-5.912876
567333,-0.5001178,7.6764493,-5.932019
567352,-0.52165395,7.674056,-5.9726987
567371,-0.49533197,7.6931996,-6.015771
567391,-0.5814767,7.6453414,-5.991842
567410,-0.55754757,7.5591965,-5.821945
567429,-0.66044265,7.78413,-6.11388
567448,-0.49054617,7.834381,-6.4106007
567467,-0.45225963,7.362978,-5.5300107
567486,-0.5431901,7.9253116,-6.0755935
567505,-0.5312256,7.592697,-6.1067014
567524,-0.5264398,7.475445,-5.5898333
567544,-0.47618872,7.7434506,-5.728622
567563,-0.52165395,7.599876,-5.9559484
567582,-0.5838696,7.7171288,-6.0612364
567601,-0.5814767,7.686021,-6.0014133
567621,-0.5431901,7.6142335,-5.9224477
567640,-0.54558307,7.681235,-5.9056973
567659,-0.51926106,7.654913,-5.936805
567678,-0.54797596,7.6261983,-5.953555
567698,-0.54558307,7.5903044,-5.9296265
567717,-0.53840435,7.6620917,-6.0373073
567736,-0.54558307,7.604662,-5.8674107
567755,-0.5599405,7.6381626,-5.9511623
567774,-0.48336744,7.650127,-5.879375
567793,-0.51208234,7.5711613,-5.77648
567812,-0.5599405,7.6261983,-5.8961253
567831,-0.5288327,7.628591,-5.939198
567851,-0.5551547,7.654913,-6.0564504
567870,-0.54797596,7.602269,-6.092344
567889,-0.54797596,7.604662,-6.0564504
567908,-0.5838696,7.6166263,-5.9870563
567927,-0.58626246,7.547232,-5.7860518
567946,-0.6125845,7.8750606,-6.355564
567965,-0.5168682,7.623805,-6.369921
567984,-0.48815325,7.5903044,-5.8937325
568004,-0.54079723,7.8630958,-6.269419
568023,-0.63412064,7.441944,-6.092344
568042,-0.55754757,7.4634805,-5.7190504
568061,-0.50968945,7.7219143,-5.9056973
568081,-0.4785816,7.525696,-6.008592
568100,-0.58626246,7.6118407,-6.140202
568119,-0.5838696,7.628591,-6.0014133
568138,-0.5814767,7.623805,-6.0397
568158,-0.5336185,7.6142335,-6.010985
568177,-0.51926106,7.597483,-5.953555
568196,-0.5264398,7.630984,-6.0301285
568215,-0.5336185,7.6142335,-6.0014133
568234,-0.52165395,7.6668777,-6.1282377
568253,-0.5240469,7.5950904,-6.0061994
568272,-0.48336744,7.6118407,-6.101916
568291,-0.46901,7.5591965,-5.958341
568311,-0.45225963,7.525696,-5.9009113
568330,-0.48336744,7.599876,-5.9822702
568349,-0.48815325,7.604662,-6.0732007
568368,-0.5001178,7.518517,-6.0803795
568387,-0.47140288,7.492195,-5.9559484
568406,-0.5431901,7.592697,-5.996628
568425,-0.5049036,7.6190195,-6.0827723
568444,-0.5049036,7.549625,-6.044486
568464,-0.54797596,7.5352674,-5.903304
568483,-0.5025107,7.647734,-5.8626246
568502,-0.5288327,7.791309,-6.3364205
568521,-0.4785816,7.212225,-5.671192
568541,-0.42115182,7.8319883,-6.264633
568560,-0.5264398,7.808059,-6.4704237
568579,-0.5551547,7.336656,-5.8961253
568598,-0.48576033,7.683628,-5.7932305
568618,-0.39961565,7.6908064,-5.9942346
568637,-0.5072965,7.4778376,-6.0684147
568656,-0.5647263,7.6405554,-6.020557
568675,-0.48097453,7.580733,-5.996628
568694,-0.49054617,7.599876,-6.0516644
568713,-0.5168682,7.580733,-6.0038066
568732,-0.55754757,7.518517,-5.9559484
568751,-0.5431901,7.592697,-6.0301285
568771,-0.51926106,7.585519,-5.946377
568790,-0.5431901,7.6716633,-6.144988
568809,-0.5072965,7.5017667,-5.934412
568828,-0.4737958,7.630984,-5.9822702
568847,-0.4115802,7.5639825,-5.96552
568866,-0.45225963,7.5687685,-5.946377
568885,-0.49054617,7.602269,-5.9942346
568904,-0.5264398,7.6142335,-6.042093
568924,-0.51208234,7.57834,-6.1043086
568943,-0.50968945,7.5831256,-6.044486
568962,-0.54079723,7.549625,-6.0301285
568981,-0.5001178,7.528089,-6.010985
569000,-0.5168682,7.530482,-6.0277357
569019,-0.5288327,7.518517,-6.042093
569038,-0.45704544,7.609448,-6.094737
569057,-0.50968945,7.5687685,-6.197632
569077,-0.5336185,7.5137315,-6.0301285
569096,-0.42354473,7.4778376,-5.9487696
569115,-0.49533197,7.580733,-6.034914
569134,-0.5695121,7.7195215,-6.405815
569154,-0.43790218,7.1212945,-5.49651
569173,-0.48336744,7.6931996,-6.2335258
569192,-0.5910483,7.547232,-6.396243
569211,-0.47618872,7.374943,-5.7812657
569231,-0.41875893,7.731486,-5.9942346
569250,-0.45465255,7.518517,-6.0540576
569269,-0.5431901,7.5376606,-6.252669
569288,-0.5049036,7.5639825,-6.1856675
569307,-0.5240469,7.468266,-6.0516644
569326,-0.52165395,7.5591965,-5.996628
569345,-0.5360114,7.604662,-6.013378
569364,-0.5264398,7.542446,-6.042093
569384,-0.46901,7.57834,-6.0301285
569403,-0.48815325,7.523303,-6.010985
569422,-0.5072965,7.573554,-6.202418
569441,-0.5431901,7.475445,-6.0181637
569460,-0.48336744,7.549625,-6.094737
569479,-0.43550926,7.492195,-6.0397
569498,-0.51208234,7.5328746,-6.0229497
569517,-0.5264398,7.597483,-6.034914
569537,-0.5312256,7.5950904,-6.1378093
569556,-0.5001178,7.518517,-6.1114874
569575,-0.5144752,7.530482,-6.0564504
569594,-0.49293905,7.547232,-6.121059
569614,-0.54797596,7.5568037,-6.0851655
569633,-0.5336185,7.50416,-6.1354165
569652,-0.49533197,7.4706593,-6.0995226
569671,-0.48336744,7.554411,-6.1114874
569691,-0.48815325,7.5089455,-6.0301285
569710,-0.5049036,7.523303,-6.147381
569729,-0.4785816,7.5352674,-6.200025
569748,-0.51926106,7.5352674,-6.1114874
569768,-0.46183127,7.4898024,-5.989449
569787,-0.5336185,7.5663753,-6.168917
569806,-0.5527618,7.6955924,-6.4919596
569825,-0.46661708,7.238547,-5.654442
569844,-0.5001178,7.681235,-6.250276
569863,-0.5599405,7.5017667,-6.326849
569882,-0.48576033,7.4275866,-5.790838
569901,-0.43311638,7.7745585,-6.0038066
569921,-0.46183127,7.4826236,-6.0875583
569940,-0.52165395,7.453909,-6.190453
569959,-0.5647263,7.5591965,-6.089951
569978,-0.54079723,7.5113387,-6.066022
569998,-0.54797596,7.547232,-6.066022
570017,-0.5336185,7.5448394,-6.0516644
570036,-0.5360114,7.5209103,-6.0325212
570055,-0.51926106,7.5352674,-6.042093
570075,-0.5312256,7.4778376,-5.989449
570094,-0.48815325,7.6142335,-6.2383113
570113,-0.5264398,7.468266,-5.996628
570132,-0.5049036,7.549625,-6.0827723
570151,-0.4785816,7.525696,-6.0779867
570170,-0.50968945,7.5089455,-6.020557
570189,-0.5049036,7.575947,-6.0492716
570208,-0.47618872,7.518517,-6.109094
570228,-0.5240469,7.4874096,-6.202418
570247,-0.5431901,7.475445,-6.147381
570266,-0.5623334,7.5017667,-6.0492716
570285,-0.5360114,7.50416,-6.0995226
570304,-0.51926106,7.492195,-6.1234517
570323,-0.53840435,7.4945884,-6.116273
570342,-0.53840435,7.473052,-6.1545596
570361,-0.5001178,7.492195,-6.066022
570381,-0.57429796,7.542446,-6.0779867
570400,-0.50968945,7.4706593,-6.109094
570419,-0.48815325,7.496981,-6.1737027
570438,-0.5001178,7.453909,-6.1497736
570458,-0.5049036,7.523303,-6.1067014
570477,-0.43311638,7.4778376,-6.118666
570496,-0.49293905,7.599876,-6.3412066
570515,-0.48576033,7.473052,-6.353171
570535,-0.4402951,7.5376606,-6.0755935
570554,-0.5312256,7.6381626,-6.31967
570573,-0.58626246,7.415622,-6.226347
570592,-0.54558307,7.453909,-5.783659
570611,-0.4402951,7.6381626,-6.010985
570630,-0.45465255,7.422801,-6.125845
570649,-0.51926106,7.5089455,-6.252669
570668,-0.5336185,7.525696,-6.1545596
570688,-0.5144752,7.492195,-6.066022
570707,-0.5360114,7.530482,-6.0564504
570726,-0.5144752,7.552018,-6.1545596
570745,-0.4737958,7.492195,-6.0827723
570764,-0.49533197,7.496981,-6.0995226
570783,-0.51926106,7.480231,-5.939198
570802,-0.49533197,7.659699,-6.322063
570821,-0.5240469,7.492195,-6.0684147
570841,-0.5072965,7.630984,-6.0851655
570860,-0.5001178,7.5376606,-5.9726987
570879,-0.5264398,7.6620917,-5.9296265
570898,-0.6006199,7.6573057,-5.932019
570917,-0.5886554,7.702771,-5.9296265
570936,-0.5288327,7.6908064,-5.963127
570955,-0.4977249,7.6644845,-5.953555
570974,-0.45943835,7.65252,-5.936805
570994,-0.47140288,7.5831256,-5.970306
571013,-0.49533197,7.5137315,-6.0301285
571032,-0.46901,7.528089,-6.0229497
571051,-0.42115182,7.575947,-6.1330233
571071,-0.39243692,7.525696,-6.2335258
571090,-0.42354473,7.496981,-6.166524
571109,-0.4402951,7.4850163,-6.164131
571128,-0.4402951,7.528089,-6.152167
571148,-0.4139731,7.5903044,-6.2430973
571167,-0.35893622,7.518517,-6.1425953
571186,-0.3254355,7.5711613,-6.0492716
571205,-0.39004403,7.530482,-6.3938503
571224,-0.39482984,7.6573057,-6.544604
571243,-0.1483603,7.374943,-6.0014133
571262,0.071787246,7.5639825,-5.9726987
571281,-0.002392908,7.6142335,-6.1928463
571301,-0.15075321,7.398872,-6.1497736
571320,-0.1459674,7.367764,-5.666406
571339,-0.2368979,7.7003784,-5.8482676
571358,-0.21057591,7.575947,-5.915269
571377,-0.15793194,7.678842,-6.0564504
571396,-0.2368979,7.7243075,-5.912876
571415,-0.2584341,7.623805,-5.941591
571434,-0.22254045,7.623805,-5.9559484
571454,-0.08614469,7.729093,-5.9750915
571473,0.026321989,7.5879116,-5.9009113
571492,-0.033500712,7.6405554,-5.8985186
571511,-0.088537596,7.6381626,-5.8985186
571531,-0.11485959,7.7625937,-6.0612364
571550,-0.05025107,7.6573057,-5.8745894
571569,-0.067001425,7.6884136,-5.8195524
571588,-0.0071787243,7.686021,-5.7645154
571608,-0.035893623,7.705164,-5.8506603
571627,-0.040679436,7.7123427,-5.9248405
571646,-0.040679436,7.678842,-5.9176617
571665,-0.033500712,7.731486,-6.0014133
571684,-0.0071787243,7.6668777,-5.903304
571703,-0.028714897,7.630984,-5.9822702
571722,-0.016750356,7.6118407,-6.058843
571741,0.002392908,7.6573057,-5.970306
571761,-0.021536173,7.63577,-5.9798775
571780,-0.021536173,7.6118407,-5.90809
571799,0.0071787243,7.592697,-5.8626246
571818,-0.031107806,7.7219143,-6.0564504
571837,-0.026321989,7.630984,-6.066022
