potencia_x,potencia_y,potencia_z,potencia_gx,potencia_gy,potencia_gz,potencia_total_xyz,potencias_totales_gxgygz
0.00275403307454738,0.540434671474321,0.243286791184177,4.13810656624885,14.2676881153935,0.234521541458077,0.786475495733045,18.6403162231004
0.0800822898357336,0.0530235493595639,0.223321487797476,135.954995399017,103.227103640718,8.52558540534077,0.356427326992774,247.707684445076
0.0820096122404086,0.0313069074380094,0.180314512801177,111.599008226782,106.219072163903,7.15289751898345,0.293631032479595,224.970977909669
0.0586236295485907,0.0147769437498133,0.0116418942210646,5.294252132225,17.6322260019177,2.39809769956615,0.0850424675194686,25.3245758337088
0.0425606113087719,0.0497909704749662,0.174151512385195,118.541667390892,27.0530697121785,4.19286405006,0.266503094168933,149.787601153131
0.0335649033456456,0.0616639726920894,0.165499443965369,116.835336292398,29.5380764795819,5.51983117106884,0.260728320003104,151.893243943048
0.0169431625468128,0.0124853599564089,0.0403075900809539,30.6642283698827,25.6643343394335,2.23325039400615,0.0697361125841755,58.5618131033223
0.117384218520359,0.0449793212604582,0.118979272908499,69.5718398630661,135.322518190066,30.3687111732388,0.281342812689316,235.263069226371
0.0360624620103607,0.0416143773036203,0.0995013625995011,67.0953419926758,25.8774842823027,3.46955810391346,0.177178201913482,96.4423843788919
0.0145375649553746,0.0109764846029831,0.0696967579139109,76.9425517212504,21.8110213931211,7.56774847761692,0.0952108074722685,106.321321591988
0.0121460206586447,0.00676087966686281,0.0581885810060687,54.39327953031,48.3149047001762,5.19772212017423,0.0770954813315762,107.90590635066
0.0015049437582445,0.00176381234394065,0.0060398588285268,2.67265790416154,13.9196373702965,0.150769233709231,0.00930861493071195,16.7430645081673
0.0262388616386026,0.0142649227343721,0.183973828804689,192.202877595214,28.1806917494388,14.72680871046,0.224477613177664,235.110378055113
0.03016703108481,0.00744745152458088,0.027618814783461,19.4976183331704,43.3027230964515,6.58494982248115,0.0652332973928518,69.3852912521031
0.138698127328152,0.0606120822553671,0.206952250660903,90.8982137138492,49.4214568571823,17.3481767611331,0.406262460244422,157.667847332165
0.274899583753619,0.0845299263345898,0.193601247487785,123.945208121837,51.7072503394973,14.3413388606788,0.553030757575994,189.993797322014
0.128503136827234,0.146141183597188,0.286930003947658,276.929919329802,122.628644190613,17.9013208257935,0.56157432437208,417.459884346209
0.116340848292467,0.029568986828201,0.0585347794191553,38.1549808996973,42.12220960115,13.1680244412311,0.204444614539823,93.4452149420785
