timestamp,sample
605124,-45
605132,-35
605140,-25
605148,-15
605156,-4
605164,-1
605172,-1
605180,-3
605188,0
605196,-2
605204,-9
605212,-17
605220,-25
605228,-26
605236,-30
605244,-33
605252,-36
605260,-40
605268,-43
605276,-44
605284,-46
605292,-41
605300,-41
605308,-36
605316,-36
605324,-38
605332,-40
605340,-46
605348,-38
605356,-37
605364,-34
605372,-33
605380,-39
605388,-45
605396,-48
605404,-52
605412,-58
605420,-58
605428,-57
605436,-54
605444,-56
605452,-58
605460,-57
605468,-54
605476,-53
605484,-55
605492,-56
605500,-55
605508,-55
605516,-55
605524,-55
605532,-55
605540,-60
605548,-67
605556,-72
605564,-67
605572,-58
605580,-53
605588,-55
605596,-60
605604,-64
605612,-68
605620,-68
605628,-66
605636,-59
605644,-49
605652,-34
605660,-33
605668,-47
605676,-68
605684,-83
605692,-89
605700,-78
605708,-42
605716,-31
605724,-128
605732,-242
605740,16
605748,812
605756,1503
605764,1263
605772,152
605780,-890
605788,-1150
605796,-827
605804,-511
605812,-403
605820,-333
605828,-234
605836,-175
605844,-144
605852,-123
605860,-110
605868,-95
605876,-70
605884,-48
605892,-28
605900,-20
605908,-23
605916,-32
605924,-45
605932,-47
605940,-43
605948,-34
605956,-22
605964,-14
605972,-8
605980,0
605988,13
605996,22
606004,19
606012,10
606020,2
606028,-2
606036,-15
606044,-59
606052,-113
606060,-154
606068,-172
606076,-175
606084,-170
606092,-152
606100,-134
606108,-119
606116,-114
606124,-112
606132,-103
606140,-93
606148,-82
606156,-67
606164,-58
606172,-60
606180,-64
606188,-65
606196,-56
606204,-53
606212,-56
606220,-66
606228,-70
606236,-73
606244,-73
606252,-72
606260,-68
606268,-69
606276,-67
606284,-71
606292,-69
606300,-67
606308,-62
606316,-56
606324,-51
606332,-52
606340,-59
606348,-65
606356,-67
606364,-65
606372,-65
606380,-68
606388,-67
606396,-66
606404,-64
606412,-64
606420,-63
606428,-59
606436,-61
606444,-59
606452,-59
606460,-63
606468,-64
606476,-57
606484,-52
606492,-57
606500,-64
606508,-66
606516,-60
606524,-55
606532,-58
606540,-58
606548,-54
606556,-53
606564,-55
606572,-57
606580,-63
606588,-66
606596,-69
606604,-69
606612,-65
606620,-54
606628,-46
606636,-32
606644,-27
606652,-36
606660,-59
606668,-77
606676,-84
606684,-84
606692,-67
606700,-24
606708,-30
606716,-153
606724,-250
606732,112
606740,953
606748,1519
606756,1087
606764,-70
606772,-979
606780,-1094
606788,-746
606796,-472
606804,-384
606812,-303
606820,-213
606828,-177
606836,-161
606844,-144
606852,-124
606860,-100
606868,-81
606876,-68
606884,-58
606892,-51
606900,-49
606908,-50
606916,-56
606924,-59
606932,-62
606940,-58
606948,-54
606956,-53
606964,-48
606972,-32
606980,-26
606988,-16
606996,-17
607004,-24
607012,-28
607020,-36
607028,-54
607036,-95
607044,-142
607052,-184
607060,-200
607068,-200
607076,-186
607084,-165
607092,-140
607100,-124
607108,-118
607116,-115
607124,-106
607132,-95
607140,-85
607148,-73
607156,-63
607164,-56
607172,-49
607180,-46
607188,-43
607196,-41
607204,-45
607212,-43
607220,-43
607228,-40
607236,-44
607244,-45
607252,-45
607260,-48
607268,-51
607276,-48
607284,-47
607292,-39
607300,-36
607308,-37
607316,-38
607324,-38
607332,-32
607340,-31
607348,-33
607356,-36
607364,-36
607372,-34
607380,-38
607388,-47
607396,-53
607404,-59
607412,-62
607420,-68
607428,-64
607436,-54
607444,-51
607452,-51
607460,-59
607468,-71
607476,-81
607484,-87
607492,-93
607500,-98
607508,-98
607516,-98
607524,-97
607532,-92
607540,-83
607548,-72
607556,-63
607564,-58
607572,-57
607580,-50
607588,-34
607596,-9
607604,10
607612,17
607620,3
607628,-21
607636,-41
607644,-54
607652,-65
607660,-44
607668,-3
607676,-22
607684,-159
607692,-194
607700,288
607708,1168
607716,1589
607724,956
607732,-266
607740,-1064
607748,-1042
607756,-656
607764,-417
607772,-346
607780,-263
607788,-172
607796,-121
607804,-92
607812,-75
607820,-66
607828,-55
607836,-43
607844,-30
607852,-15
607860,-4
607868,-2
607876,-9
607884,-18
607892,-17
607900,-8
607908,-1
607916,1
607924,0
607932,8
607940,18
607948,25
607956,26
607964,25
607972,27
607980,23
607988,13
607996,-15
608004,-60
608012,-105
608020,-143
608028,-157
608036,-151
608044,-134
608052,-120
608060,-112
608068,-106
608076,-103
608084,-95
608092,-82
608100,-67
608108,-59
608116,-58
608124,-61
608132,-56
608140,-50
608148,-47
608156,-44
608164,-46
608172,-52
608180,-56
608188,-57
608196,-57
608204,-64
608212,-68
608220,-73
608228,-71
608236,-70
608244,-67
608252,-61
608260,-61
608268,-63
608276,-64
608284,-67
608292,-63
608300,-59
608308,-59
608316,-66
608324,-74
608332,-81
608340,-82
608348,-79
608356,-73
608364,-71
608372,-73
608380,-76
608388,-80
608396,-75
608404,-74
608412,-76
608420,-80
608428,-77
608436,-74
608444,-74
608452,-84
608460,-95
608468,-108
608476,-111
608484,-116
608492,-113
608500,-110
608508,-106
608516,-107
608524,-111
608532,-114
608540,-115
608548,-113
608556,-114
608564,-119
608572,-124
608580,-126
608588,-113
608596,-100
608604,-87
608612,-75
608620,-82
608628,-104
608636,-128
608644,-135
608652,-132
608660,-108
608668,-69
608676,-89
608684,-233
608692,-268
608700,218
608708,1080
608716,1451
608724,789
608732,-396
608740,-1109
608748,-1038
608756,-670
608764,-467
608772,-410
608780,-326
608788,-237
608796,-193
608804,-164
608812,-148
608820,-144
608828,-137
608836,-120
608844,-104
608852,-92
608860,-82
608868,-75
608876,-78
608884,-83
608892,-83
608900,-79
608908,-75
608916,-69
608924,-66
608932,-57
608940,-47
608948,-42
608956,-39
608964,-43
608972,-55
608980,-67
608988,-73
608996,-87
609004,-125
609012,-177
609020,-215
609028,-225
609036,-218
609044,-202
609052,-182
609060,-164
609068,-147
609076,-139
609084,-124
609092,-107
609100,-96
609108,-93
609116,-90
609124,-86
609132,-78
609140,-73
609148,-65
609156,-56
609164,-53
609172,-52
609180,-48
609188,-46
609196,-41
609204,-33
609212,-23
609220,-14
609228,-9
609236,-6
609244,-2
609252,7
609260,16
609268,20
609276,21
609284,23
609292,26
609300,34
609308,42
609316,42
609324,36
609332,30
609340,26
609348,31
609356,37
609364,42
609372,39
609380,32
609388,24
609396,24
609404,29
609412,33
609420,35
609428,36
609436,36
609444,37
609452,37
609460,31
609468,27
609476,25
609484,24
609492,26
609500,23
609508,21
609516,17
609524,10
609532,2
609540,-6
609548,-10
609556,-5
609564,10
609572,28
609580,34
609588,18
609596,-8
609604,-27
609612,-36
609620,-35
609628,1
609636,27
609644,-48
609652,-197
609660,-44
609668,684
609676,1464
609684,1410
609692,396
609700,-720
609708,-1105
609716,-838
609724,-498
609732,-376
609740,-314
609748,-211
609756,-145
609764,-115
609772,-95
609780,-83
609788,-63
609796,-46
609804,-29
609812,-13
609820,-4
609828,3
609836,2
609844,-12
609852,-22
609860,-26
609868,-15
609876,-2
609884,4
609892,4
609900,2
609908,6
609916,18
609924,25
609932,25
609940,14
609948,3
609956,-20
609964,-54
609972,-95
609980,-136
609988,-164
609996,-169
610004,-160
610012,-140
610020,-123
610028,-107
610036,-95
610044,-88
610052,-82
610060,-77
610068,-71
610076,-68
610084,-64
610092,-60
610100,-55
610108,-53
610116,-54
610124,-56
610132,-57
610140,-60
610148,-59
610156,-63
610164,-65
610172,-65
610180,-68
610188,-75
610196,-77
610204,-74
610212,-67
610220,-63
610228,-59
610236,-59
610244,-60
610252,-66
610260,-71
610268,-67
610276,-58
610284,-51
610292,-51
610300,-57
610308,-65
610316,-69
610324,-72
610332,-74
610340,-74
610348,-65
610356,-54
610364,-48
610372,-45
610380,-52
610388,-58
610396,-66
610404,-75
610412,-79
610420,-81
610428,-73
610436,-61
610444,-54
610452,-59
610460,-68
610468,-68
610476,-64
610484,-61
610492,-59
610500,-63
610508,-68
610516,-73
610524,-80
610532,-78
610540,-68
610548,-50
610556,-38
610564,-52
610572,-72
610580,-88
610588,-95
610596,-95
610604,-67
610612,-37
610620,-97
610628,-249
610636,-171
610644,477
610652,1304
610660,1413
610668,511
610676,-655
610684,-1175
610692,-976
610700,-613
610708,-451
610716,-389
610724,-295
610732,-224
610740,-191
610748,-163
610756,-146
610764,-135
610772,-124
610780,-109
610788,-100
610796,-88
610804,-76
610812,-74
610820,-80
610828,-89
610836,-94
610844,-89
610852,-78
610860,-66
610868,-55
610876,-47
610884,-45
610892,-43
610900,-46
610908,-46
610916,-56
610924,-72
610932,-86
610940,-112
610948,-148
610956,-189
610964,-213
610972,-216
610980,-206
610988,-194
610996,-177
611004,-153
611012,-133
611020,-123
611028,-124
611036,-129
611044,-126
611052,-117
611060,-108
611068,-98
611076,-96
611084,-101
611092,-105
611100,-107
611108,-107
611116,-99
611124,-94
611132,-93
611140,-98
611148,-100
611156,-101
611164,-96
611172,-97
611180,-96
611188,-100
611196,-97
611204,-96
611212,-94
611220,-102
611228,-107
611236,-104
611244,-105
611252,-108
611260,-107
611268,-108
611276,-106
611284,-104
611292,-98
611300,-98
611308,-96
611316,-100
611324,-103
611332,-99
611340,-89
611348,-91
611356,-93
611364,-96
611372,-95
611380,-96
611388,-93
611396,-93
611404,-96
611412,-98
611420,-101
611428,-97
611436,-92
611444,-89
611452,-80
611460,-69
611468,-63
611476,-70
611484,-80
611492,-82
611500,-87
611508,-78
611516,-30
611524,7
611532,-74
611540,-227
611548,-34
611556,751
611564,1512
611572,1365
611580,293
611588,-771
611596,-1055
611604,-738
611612,-415
611620,-305
611628,-236
611636,-129
611644,-68
611652,-31
611660,-3
611668,16
611676,30
611684,41
611692,41
611700,42
611708,47
611716,64
611724,78
611732,76
611740,62
611748,57
611756,59
611764,70
611772,72
611780,70
611788,71
611796,76
611804,80
611812,76
611820,68
611828,57
611836,38
611844,9
611852,-34
611860,-86
611868,-123
611876,-138
611884,-133
611892,-116
611900,-103
611908,-87
611916,-68
611924,-47
611932,-29
611940,-17
611948,-8
611956,-1
611964,11
611972,16
611980,15
611988,13
611996,7
612004,0
612012,-6
612020,-9
612028,-12
612036,-14
612044,-17
612052,-25
612060,-34
612068,-39
612076,-41
612084,-37
612092,-36
612100,-35
612108,-37
612116,-34
612124,-29
612132,-17
612140,-14
612148,-14
612156,-19
612164,-16
612172,-14
612180,-13
612188,-22
612196,-28
612204,-29
612212,-30
612220,-37
612228,-38
612236,-38
612244,-35
612252,-35
612260,-42
612268,-46
612276,-41
612284,-32
612292,-25
612300,-29
612308,-31
612316,-31
612324,-37
612332,-50
612340,-57
612348,-60
612356,-45
612364,-27
612372,-15
612380,-23
612388,-43
612396,-60
612404,-62
612412,-74
612420,-70
612428,-36
612436,-30
612444,-130
612452,-228
612460,87
612468,920
612476,1561
612484,1214
612492,42
612500,-969
612508,-1165
612516,-813
612524,-505
612532,-407
612540,-341
612548,-241
612556,-178
612564,-144
612572,-122
612580,-107
612588,-92
612596,-76
612604,-69
612612,-57
612620,-44
612628,-30
612636,-22
612644,-29
612652,-35
612660,-42
612668,-41
612676,-34
612684,-27
612692,-22
612700,-14
612708,-3
612716,10
612724,14
612732,9
612740,-1
612748,-13
612756,-41
612764,-89
612772,-143
612780,-175
612788,-186
612796,-180
612804,-164
612812,-145
612820,-122
612828,-101
612836,-94
612844,-97
612852,-102
612860,-98
612868,-89
612876,-74
612884,-63
612892,-56
612900,-56
612908,-55
612916,-46
612924,-42
612932,-49
612940,-65
612948,-70
612956,-70
612964,-66
612972,-62
612980,-56
612988,-53
612996,-51
613004,-60
613012,-64
613020,-59
613028,-53
613036,-49
613044,-47
613052,-45
613060,-44
613068,-55
613076,-70
613084,-73
613092,-56
613100,-43
613108,-45
613116,-61
613124,-83
613132,-90
613140,-90
613148,-85
613156,-85
613164,-85
613172,-79
613180,-70
613188,-64
613196,-70
613204,-87
613212,-95
613220,-93
613228,-85
613236,-82
613244,-81
613252,-85
613260,-88
613268,-85
613276,-86
613284,-87
613292,-79
613300,-64
613308,-51
613316,-43
613324,-35
613332,-38
613340,-49
613348,-60
613356,-62
613364,-54
613372,-44
613380,-49
613388,-62
613396,-85
613404,-98
613412,-105
613420,-104
613428,-78
613436,-48
613444,-113
613452,-269
613460,-200
613468,438
613476,1284
613484,1431
613492,554
613500,-629
613508,-1187
613516,-1002
613524,-622
613532,-442
613540,-378
613548,-281
613556,-204
613564,-166
613572,-134
613580,-115
613588,-102
613596,-89
613604,-81
613612,-77
613620,-74
613628,-74
613636,-77
613644,-88
613652,-94
613660,-95
613668,-85
613676,-70
613684,-60
613692,-52
613700,-42
613708,-25
613716,-14
613724,-4
613732,9
613740,11
613748,1
613756,-31
613764,-80
613772,-134
613780,-179
613788,-207
613796,-204
613804,-190
613812,-172
613820,-147
613828,-120
613836,-95
613844,-79
613852,-75
613860,-82
613868,-83
613876,-71
613884,-60
613892,-58
613900,-59
613908,-57
613916,-51
613924,-49
613932,-59
613940,-77
613948,-92
613956,-105
613964,-114
613972,-123
613980,-123
613988,-121
613996,-115
614004,-109
614012,-91
614020,-79
614028,-74
614036,-79
614044,-81
614052,-77
614060,-64
614068,-56
614076,-60
614084,-60
614092,-50
614100,-41
614108,-42
614116,-49
614124,-61
614132,-70
614140,-67
614148,-65
614156,-65
614164,-70
614172,-92
614180,-113
614188,-121
614196,-100
614204,-76
614212,-61
614220,-68
614228,-90
614236,-108
614244,-117
614252,-116
614260,-111
614268,-99
614276,-73
614284,-47
614292,-31
614300,-28
614308,-38
614316,-34
614324,-10
614332,20
614340,22
614348,-8
614356,-39
614364,-53
614372,-35
614380,18
614388,43
614396,-56
614404,-246
614412,-141
614420,559
614428,1350
614436,1329
614444,349
614452,-743
614460,-1109
614468,-825
614476,-500
614484,-410
614492,-384
614500,-298
614508,-223
614516,-180
614524,-158
614532,-154
614540,-149
614548,-140
614556,-131
614564,-114
614572,-92
614580,-67
614588,-52
614596,-43
614604,-31
614612,-24
614620,-30
614628,-43
614636,-44
614644,-24
614652,5
614660,29
614668,50
614676,65
614684,72
614692,67
614700,49
614708,17
614716,-29
614724,-82
614732,-125
614740,-137
614748,-127
614756,-100
614764,-73
614772,-47
614780,-23
614788,-9
614796,-1
614804,19
614812,48
614820,66
614828,53
614836,31
614844,23
614852,35
614860,42
614868,29
614876,7
614884,-6
614892,-5
614900,-9
614908,-24
614916,-34
614924,-28
614932,-8
614940,7
614948,5
614956,-2
614964,-5
614972,-3
614980,-3
614988,-4
614996,-4
615004,-3
615012,-3
615020,-1
615028,-2
615036,-4
615044,-6
615052,-13
615060,-18
615068,-13
615076,-7
615084,-4
615092,-14
615100,-25
615108,-30
615116,-49
615124,-78
615132,-84
615140,-80
615148,-109
615156,-188
615164,-241
615172,-93
615180,281
615188,642
615196,672
615204,341
615212,-50
615220,-216
615228,-159
615236,-75
615244,-82
615252,-133
615260,-186
615268,-226
615276,-241
615284,-220
615292,-176
615300,-126
615308,-97
615316,-158
615324,-290
615332,-145
615340,537
615348,1280
615356,1253
615364,309
615372,-745
615380,-1114
615388,-842
615396,-502
615404,-374
615412,-314
615420,-230
615428,-184
615436,-174
615444,-166
615452,-166
615460,-155
615468,-140
615476,-127
615484,-109
615492,-91
615500,-71
615508,-48
615516,-31
615524,-20
615532,-7
615540,19
615548,42
615556,51
615564,62
615572,78
615580,83
615588,71
615596,70
615604,98
615612,131
615620,122
615628,62
615636,-10
615644,-63
615652,-86
615660,-83
615668,-57
615676,-29
615684,-11
615692,9
615700,20
615708,13
615716,-5
615724,-11
615732,-2
615740,6
615748,-13
615756,-52
615764,-92
615772,-128
615780,-156
615788,-178
615796,-188
615804,-202
615812,-211
615820,-219
615828,-213
615836,-205
615844,-202
615852,-186
615860,-163
615868,-175
615876,-264
615884,-367
615892,-312
615900,-107
615908,64
615916,67
615924,-49
615932,-118
615940,-126
615948,-156
615956,-211
615964,-219
615972,-191
615980,-186
615988,-186
615996,-157
616004,-106
616012,-57
616020,-45
616028,-36
616036,-16
616044,-35
616052,-89
616060,-126
616068,-131
616076,-110
616084,-116
616092,-150
616100,-164
616108,-141
616116,-113
616124,-98
616132,-121
616140,-161
616148,-215
616156,-260
616164,-241
616172,-129
616180,22
616188,145
616196,185
616204,93
616212,2
616220,290
616228,1002
616236,1510
616244,1148
616252,120
616260,-628
616268,-604
616276,-264
616284,-178
616292,-292
616300,-307
616308,-255
616316,-272
616324,-288
616332,-229
616340,-168
616348,-204
616356,-312
616364,-368
616372,-308
616380,-209
616388,-169
616396,-189
616404,-186
616412,-110
616420,-16
616428,19
616436,-13
616444,-27
616452,12
616460,40
616468,22
616476,-15
616484,-37
616492,-31
616500,-18
616508,-38
616516,-95
616524,-133
616532,-150
616540,-195
616548,-240
616556,-228
616564,-165
616572,-125
616580,-145
616588,-163
616596,-120
616604,-96
616612,-163
616620,-221
616628,-133
616636,62
616644,195
616652,194
616660,121
616668,64
616676,66
616684,112
616692,150
616700,171
616708,217
616716,266
616724,206
616732,-7
616740,-222
616748,-253
616756,-112
616764,11
616772,27
616780,9
616788,14
616796,37
616804,52
616812,42
616820,19
616828,-11
616836,-26
616844,-36
616852,-51
616860,-63
616868,-58
616876,-32
616884,-24
616892,-69
616900,-138
616908,-170
616916,-123
616924,-61
616932,-68
616940,-106
616948,-90
616956,-14
616964,38
616972,11
616980,-82
616988,-171
616996,-228
617004,-287
617012,-346
617020,-359
617028,-341
617036,-331
617044,-351
617052,-400
617060,-431
617068,-388
617076,-330
617084,-381
617092,-470
617100,-181
617108,607
617116,1211
617124,830
617132,-344
617140,-1240
617148,-1186
617156,-597
617164,-194
617172,-155
617180,-170
617188,-123
617196,-81
617204,-66
617212,-55
617220,-37
617228,-17
617236,15
617244,59
617252,100
617260,112
617268,101
617276,88
617284,87
617292,81
617300,71
617308,69
617316,81
617324,91
617332,88
617340,82
617348,99
617356,132
617364,163
617372,167
617380,160
617388,149
617396,131
617404,90
617412,30
617420,-28
617428,-63
617436,-80
617444,-79
617452,-58
617460,-32
617468,-11
617476,-14
617484,-32
617492,-54
617500,-79
617508,-103
617516,-126
617524,-126
617532,-97
617540,-72
617548,-71
617556,-88
617564,-107
617572,-125
617580,-148
617588,-167
617596,-160
617604,-147
617612,-143
617620,-148
617628,-157
617636,-148
617644,-124
617652,-89
617660,-67
617668,-66
617676,-75
617684,-74
617692,-65
617700,-60
617708,-61
617716,-60
617724,-53
617732,-44
617740,-40
617748,-38
617756,-41
617764,-57
617772,-77
617780,-83
617788,-67
617796,-52
617804,-62
617812,-88
617820,-103
617828,-97
617836,-85
617844,-65
617852,-50
617860,-46
617868,-63
617876,-87
617884,-102
617892,-99
617900,-93
617908,-97
617916,-73
617924,-36
617932,-67
617940,-205
617948,-159
617956,472
617964,1367
617972,1580
617980,697
617988,-563
617996,-1195
618004,-1029
618012,-637
618020,-456
618028,-391
618036,-296
618044,-209
618052,-157
618060,-112
618068,-94
618076,-85
618084,-69
618092,-46
618100,-24
618108,-16
618116,-19
618124,-23
618132,-21
618140,-14
618148,-8
618156,-8
618164,-30
618172,-58
618180,-52
618188,-10
618196,30
618204,36
618212,31
618220,48
618228,87
618236,105
618244,79
618252,22
618260,-49
618268,-110
618276,-157
618284,-177
618292,-171
618300,-140
618308,-103
618316,-80
618324,-73
618332,-60
618340,-43
618348,-39
618356,-44
618364,-35
618372,-17
618380,-5
618388,-6
618396,-10
618404,-2
618412,13
618420,14
618428,-1
618436,-17
618444,-30
618452,-40
618460,-40
618468,-31
618476,-23
618484,-17
618492,-18
618500,-21
618508,-30
618516,-35
618524,-28
618532,-15
618540,-17
618548,-29
618556,-40
618564,-40
618572,-34
618580,-40
618588,-55
618596,-55
618604,-40
618612,-26
618620,-23
618628,-27
618636,-32
618644,-34
618652,-44
618660,-58
618668,-63
618676,-53
618684,-36
