potencia_x,potencia_y,potencia_z,potencia_gx,potencia_gy,potencia_gz,potencia_total_xyz,potencias_totales_gxgygz
0.306383841461909,1.03883144860281,0.364474192192013,149.552203076672,913.99005790663,88.8352852324054,1.70968948225673,1152.37754621571
0.413804001110241,0.877293460541818,0.848590499826105,153.963221330792,2654.51411273664,101.257775054727,2.13968796147816,2909.73510912215
0.957934233464133,6.77304751562743,2.26212139312854,257.088592883301,1156.20293929426,96.4094418226289,9.9931031422201,1509.70097400019
1.08203299782681,7.90593314921814,1.70586440099504,214.995265739921,1249.56088625515,93.3835690423623,10.69383054804,1557.93972103743
0.793604830642866,2.24931235211285,1.31684900581723,154.7462031214,1895.47840441247,108.01159568598,4.35976618857295,2158.23620321985
0.455310478836183,2.23980956480183,1.26503208758341,273.491221291125,2149.54025212631,108.763943763615,3.96015213122142,2531.79541718105
0.402861861999739,1.54299441189416,0.932162610436388,267.09446043949,2417.84283459848,141.876918706277,2.87801888433029,2826.81421374425
0.900217384864924,4.95686970621267,1.35927522731384,151.91265600864,2494.87605463519,138.127532888617,7.21636231839144,2784.91624353244
0.996542932091657,7.60489854727288,2.07381616402115,171.819782322198,1195.90976805323,106.60719919602,10.6752576433857,1474.33674957145
0.876616552639096,4.63982462993519,1.35142499598737,166.37989625943,3202.43849467779,199.973241220954,6.86786617856166,3568.79163215817
0.689011306861075,3.50707947884287,2.40634615954244,174.006633282125,1555.76454822866,136.258531590631,6.60243694524639,1866.02971310141
0.513286139881689,2.55700075812725,1.42457114521156,175.138599731601,1172.64775835217,83.1407033183246,4.49485804322049,1430.9270614021
0.402610267849535,1.69098430831738,1.14665225356764,176.16654377777,1407.34144279661,80.1304356746466,3.24024682973456,1663.63842224903
0.39662227510138,1.58826027636433,0.992828719110056,221.939385368276,1449.94376832736,86.0575129188089,2.97771127057577,1757.94066661445
0.808403994578213,5.86606962256165,1.78846259072016,285.36503292483,1281.25161019723,108.156522486589,8.46293620786002,1674.77316560865
0.41960476463732,1.85065001156852,1.16856207323876,190.725169522585,1830.84152024912,136.575081508918,3.4388168494446,2158.14177128062
0.356547610411659,2.54948786705059,1.38607876041881,266.994027762641,1766.15450697266,106.014261314271,4.29211423788106,2139.16279604957
0.33581772735832,0.910290386831096,0.973388023464007,187.349644290049,644.036317782022,46.3698498409327,2.21949613765342,877.755811913004
0.243271536057311,0.372854234519945,0.644477408583361,125.051119393197,973.675706337116,45.6365741634438,1.26060317916062,1144.36339989376
