potencia_x,potencia_y,potencia_z,potencia_total_xyz
173.373832730394,155.993241625684,314.660953930774,644.028028286851
445.382784911397,223.591683464403,339.336484398945,1008.31095277475
309.055504453405,181.754894121711,348.277744448153,839.088143023269
218.079317382344,157.834197675841,318.496055616564,694.40957067475
266.053080775623,185.99208645305,359.483220304726,811.528387533398
318.336893936141,189.841355164281,361.826137362936,870.004386463358
506.486325840608,218.101687483668,387.759294817485,1112.34730814176
330.612256008505,186.439041943553,320.887954923811,837.93925287587
360.78010195635,215.942201816193,342.114285285374,918.836589057918
457.386491591988,187.03423057355,322.916223331859,967.336945497397
483.627567237987,179.501400546593,297.593773006477,960.722740791057
302.306583540584,173.009544519438,323.351179355787,798.667307415809
445.857449408551,207.493176253674,310.186106455397,963.536732117621
359.285087257182,247.927812960971,335.717837132871,942.930737351023
311.007911722265,185.820461470466,346.066550542109,842.89492373484
792.895160062497,282.484910298957,416.938396283212,1492.31846664467
511.19797089351,633.447673309969,393.664114445373,1538.30975864885
289.915862066871,204.548013462622,344.264131272245,838.728006801738
164.21744686951,167.467419481928,336.336199140341,668.021065491778
